data_partition,dataset,flip_ratio,label_noise,roc_upu,ap_upu,f1_upu,f1_ci_upu,f1_max_upu,roc_nnpu,ap_nnpu,f1_nnpu,f1_ci_nnpu,f1_max_nnpu,roc_imbnnpu,ap_imbnnpu,f1_imbnnpu,f1_ci_imbnnpu,f1_max_imbnnpu,roc_dt_hd,ap_dt_hd,f1_dt_hd,f1_ci_dt_hd,f1_max_dt_hd,roc_dt_puhd,ap_dt_puhd,f1_dt_puhd,f1_ci_dt_puhd,f1_max_dt_puhd,roc_rf,ap_rf,f1_rf,f1_ci_rf,f1_max_rf,roc_rf_puhd,ap_rf_puhd,f1_rf_puhd,f1_ci_rf_puhd,f1_max_rf_puhd,roc_srf_puhd,ap_srf_puhd,f1_srf_puhd,f1_ci_srf_puhd,f1_max_srf_puhd,roc_pubag,ap_pubag,f1_pubag,f1_ci_pubag,f1_max_pubag,roc_elkno,ap_elkno,f1_elkno,f1_ci_elkno,f1_max_elkno,roc_spyem,ap_spyem,f1_spyem,f1_ci_spyem,f1_max_spyem,roc_rnkpr,ap_rnkpr,f1_rnkpr,f1_ci_rnkpr,f1_max_rnkpr,roc_welog,ap_welog,f1_welog,f1_ci_welog,f1_max_welog
4,pizzacutter1,0.5,uniform,0.652493169,0.214270564,0.307692308,0.280701754,0.372093023,0.780054645,0.223928055,0,0.086956522,0.378378378,0.743510929,0.242145088,0,0.275862069,0.432432432,0.553620219,0.09867916,0,0.192307692,0.192307692,0.634050546,0.175158756,0,0.202247191,0.272727273,0.820013661,0.424780364,0.315789474,0.289156627,0.434782609,0.760075137,0.346181084,0,0.347826087,0.470588235,0.742657104,0.274149402,0.117647059,0.262295082,0.311111111,0.801741803,0.262368714,0.265306122,0.19047619,0.411764706,0.719603825,0.439846966,0,0,0.518518519,0.724043716,0.314747677,0.178343949,0.18404908,0.19858156,0.766734973,0.417864836,0.269230769,0.253968254,0.358974359,0.771174863,0.379267441,0.259259259,0.241758242,0.4
4,pizzacutter1,0.75,uniform,0.680327869,0.278780149,0.333333333,0.311111111,0.424242424,0.817452186,0.410192589,0.222222222,0.3,0.4,0.735314208,0.376491354,0,0.272727273,0.4375,0.589480874,0.119125037,0,0.242424242,0.242424242,0.575136612,0.131134841,0,0.2,0.2,0.800204918,0.309817661,0.105263158,0.340425532,0.388888889,0.817110656,0.32423743,0,0.333333333,0.384615385,0.756318306,0.281031689,0.117647059,0.258064516,0.390243902,0.845286885,0.313515718,0.35483871,0.175824176,0.444444444,0.608265027,0.180106819,0.117647059,0.117647059,0.150234742,0.697404372,0.189581049,0.3,0.3,0.3,0.729166667,0.278987221,0.344827586,0.4,0.4,0.692793716,0.230566581,0.357142857,0.3125,0.357142857
4,satellite,0.25,uniform,0.942797392,0.705530743,0.571428571,0.473684211,0.684210526,0.987360069,0.776961339,0.580645161,0.638297872,0.756756757,0.982070365,0.798937835,0.625,0.633333333,0.756756757,0.798545332,0.589652809,0.705882353,0.15819209,0.705882353,0.798545332,0.589652809,0.705882353,0.15819209,0.705882353,0.996186493,0.812505251,0.647058824,0.148148148,0.711111111,0.972229056,0.822147678,0.580645161,0.388888889,0.742857143,0.996893837,0.870930877,0.625,0.366666667,0.810810811,0.995663673,0.81232431,0.463157895,0.109452736,0.789473684,0.988897773,0.808706362,0.666666667,0.050867052,0.769230769,0.723520728,0.025197179,0.054545455,0.051993068,0.055147059,0.946487883,0.548889641,0.652173913,0.638297872,0.666666667,0.973520728,0.757064181,0.520547945,0.2,0.702702703
4,satellite,0.5,uniform,0.902140485,0.630575988,0.535714286,0.484848485,0.652173913,0.937845984,0.728402053,0.428571429,0.7,0.722222222,0.943596998,0.765609622,0.307692308,0.723404255,0.742857143,0.703592078,0.34337741,0,0.545454545,0.545454545,0.771204945,0.399848485,0.648648649,0.648648649,0.648648649,0.958635749,0.619212367,0.5,0.256756757,0.615384615,0.898957436,0.696196643,0.24,0.377777778,0.756756757,0.922453561,0.743977826,0.428571429,0.365384615,0.761904762,0.990020298,0.74271313,0.396039604,0.08365019,0.765957447,0.875353672,0.56180827,0.24,0.160427807,0.578947368,0.87380059,0.098371313,0.09178744,0.084821429,0.097938144,0.88421085,0.56663514,0.615384615,0.383561644,0.634146341,0.920685201,0.672136098,0.526315789,0.209876543,0.666666667
4,satellite,0.75,uniform,0.855978595,0.501913985,0.46875,0.385542169,0.566037736,0.925267561,0.712472415,0.24,0.666666667,0.648648649,0.938307295,0.751619868,0,0.7,0.731707317,0.636363636,0.283393939,0,0.428571429,0.428571429,0.794916349,0.554701299,0,0.722222222,0.722222222,0.983208267,0.625815297,0.296296296,0.235294118,0.592592593,0.924975397,0.733268106,0,0.566666667,0.769230769,0.968138762,0.719431235,0.166666667,0.473684211,0.75,0.967123877,0.764193815,0.308943089,0.059659091,0.782608696,0.731916595,0.426614039,0,0,0,0.960388732,0.742236537,0.193877551,0.163793103,0.260869565,0.788073564,0.558017709,0.571428571,0.26,0.628571429,0.836880305,0.564925022,0.436363636,0.153061224,0.578947368
5,chile,0.25,uniform,0.956932489,0.623930976,0.544554455,0.489208633,0.626666667,0.963324895,0.668256374,0.472727273,0.631578947,0.641221374,0.965890295,0.686963451,0.444444444,0.618421053,0.631578947,0.901185654,0.424355783,0.25,0.374233129,0.471428571,0.90085654,0.42363646,0.346153846,0.374233129,0.462151394,0.973763713,0.689448968,0.569230769,0.174585635,0.666666667,0.967118143,0.705882971,0.204545455,0.43373494,0.666666667,0.969156118,0.722697559,0.46728972,0.355140187,0.652631579,0.897662447,0.425042128,0.286919831,0.149646107,0.530864198,0.827611814,0.379448465,0,0,0.220665499,0.630907173,0.089802402,0.105090312,0.104761905,0.107081174,0.88657384,0.446441674,0.439306358,0.230769231,0.449438202,0.885012658,0.421548415,0.302884615,0.117647059,0.434782609
5,chile,0.5,uniform,0.944059072,0.556160667,0.542372881,0.456747405,0.580645161,0.964109705,0.7345066,0.423076923,0.721088435,0.721088435,0.963308017,0.780154713,0.490566038,0.74025974,0.742138365,0.8312827,0.388019223,0.177777778,0.508287293,0.51497006,0.907485232,0.499606587,0.23655914,0.332467532,0.630872483,0.952873418,0.687951018,0.458715596,0.183796856,0.630952381,0.948708861,0.722459787,0.025,0.516363636,0.712643678,0.97149789,0.782964199,0.224719101,0.448598131,0.730769231,0.898333333,0.471644673,0.268292683,0.129957806,0.525714286,0.640700422,0.147007278,0,0.069767442,0.183673469,0.573599156,0.074065971,0.093701997,0.093584906,0.09629045,0.885291139,0.501741211,0.508108108,0.229885057,0.514619883,0.88142616,0.465470617,0.307692308,0.117021277,0.487562189
5,chile,0.75,uniform,0.855080169,0.319995803,0.452830189,0.431718062,0.454976303,0.904481013,0.50754222,0.117647059,0.358490566,0.46875,0.897324895,0.482261282,0.025,0.307692308,0.511278195,0.754198312,0.257103382,0,0.411483254,0.411483254,0.759755274,0.29827055,0,0.448484848,0.472222222,0.867848101,0.428053547,0.114942529,0.257425743,0.520231214,0.840877637,0.463540057,0,0.535947712,0.535947712,0.848,0.464849165,0.025,0.47,0.503496503,0.818472574,0.379182253,0.273195876,0.119838057,0.418300654,0.58964557,0.092384598,0,0,0,0.660122363,0.102266523,0.103592314,0.103874691,0.107359307,0.795586498,0.333940559,0.325123153,0.226120858,0.377358491,0.799898734,0.331286474,0.332103321,0.148471616,0.371257485
5,cover,0.25,uniform,0.970101789,0.959116688,0.915254237,0.717948718,0.928571429,0.996680556,0.966413279,0.945454545,0.903225806,0.964285714,0.997899233,0.967904346,0.925925926,0.888888889,0.965517241,0.965302522,0.905541815,0.711111111,0.931034483,0.931034483,0.965180654,0.867491875,0.931034483,0.931034483,0.931034483,0.99980269,0.981441199,0.912280702,0.432835821,0.949152542,0.999599578,0.97326176,0.909090909,0.568627451,0.949152542,0.999425481,0.969958901,0.947368421,0.467741935,0.949152542,0.999309416,0.893356685,0.682352941,0.150649351,0.933333333,0.999547349,0.971921853,0.915254237,0.155495979,0.931034483,0.990297009,0.355380292,0.370860927,0.15890411,0.526315789,0.999675019,0.978339767,0.928571429,0.736842105,0.945454545,0.999698232,0.977582323,0.861538462,0.42962963,0.928571429
5,cover,0.5,uniform,0.940139742,0.875862488,0.8,0.746268657,0.857142857,0.980170383,0.925695582,0.473684211,0.928571429,0.928571429,0.987174874,0.93231392,0.473684211,0.912280702,0.925925926,0.896348611,0.760731211,0.571428571,0.867924528,0.867924528,0.930871992,0.83157206,0.909090909,0.909090909,0.909090909,0.999709839,0.969453644,0.711111111,0.495726496,0.965517241,0.982364001,0.942192793,0.294117647,0.622222222,0.918032787,0.982265347,0.933766177,0.5,0.528301887,0.965517241,0.999524136,0.918236229,0.753246753,0.134883721,0.933333333,0.991550505,0.829492661,0.585365854,0.4,0.862745098,0.995856498,0.629425634,0.619047619,0.371794872,0.666666667,0.997098388,0.935872749,0.867924528,0.84375,0.896551724,0.999709839,0.97660481,0.915254237,0.46031746,0.933333333
5,cover,0.75,uniform,0.927511926,0.826634481,0.827586207,0.761904762,0.842105263,0.975458165,0.844076956,0.342857143,0.784313725,0.784313725,0.947898652,0.856388671,0.1875,0.76,0.775510204,0.861442217,0.621977011,0.129032258,0.777777778,0.777777778,0.827081326,0.569164054,0,0.745098039,0.745098039,0.947533049,0.881491975,0.473684211,0.577777778,0.896551724,0.930430947,0.843944097,0.066666667,0.666666667,0.892857143,0.930146589,0.822204215,0.129032258,0.641025641,0.830188679,0.999379055,0.93110514,0.682352941,0.077956989,0.909090909,0.326965262,0.008291329,0,0,0,0.987082023,0.440264726,0.384615385,0.19858156,0.55,0.987082023,0.865776488,0.862745098,0.779661017,0.884615385,0.99026219,0.879746694,0.851851852,0.649350649,0.884615385
5,fraud_car_insur,0.25,uniform,0.781367218,0.173668806,0.185758514,0.240356083,0.25433526,0.785029551,0.176221199,0.095238095,0.239277652,0.253333333,0.771402679,0.154319002,0.077669903,0.170385396,0.231155779,0.796297281,0.184632208,0.054054054,0.23354232,0.26783115,0.796297281,0.184632208,0.054054054,0.23354232,0.26783115,0.798873128,0.166675313,0.031746032,0.209980557,0.246472248,0.806936564,0.188100648,0,0.251798561,0.266666667,0.813987392,0.203408685,0.031914894,0.234577304,0.26635514,0.783965721,0.129710151,0.227214377,0.227214377,0.229419703,0.638727344,0.088954255,0,0,0.11388801,0.690863869,0.097789754,0.106824926,0.107648725,0.112094395,0.809895587,0.163079854,0.238562092,0.200803213,0.245247148,0.813167849,0.158988794,0.239212718,0.142687277,0.254028436
5,fraud_car_insur,0.5,uniform,0.761840032,0.158041602,0.168269231,0.210526316,0.212885154,0.774432624,0.160906882,0.050761421,0.180232558,0.202531646,0.781038219,0.169326538,0.08040201,0.177285319,0.220472441,0.796844957,0.176856885,0.054054054,0.229555237,0.238372093,0.797359141,0.191573056,0.085106383,0.229555237,0.238372093,0.788665288,0.165950911,0.010810811,0.219602063,0.25,0.790890465,0.167475979,0,0.25163827,0.25163827,0.782823089,0.163161792,0,0.225806452,0.235597592,0.784744878,0.132766205,0.223794212,0.223076923,0.232445521,0.525971237,0.060926168,0,0,0.113672245,0.702724586,0.109009883,0.145833333,0.143920596,0.148717949,0.82394602,0.169600452,0.251154201,0.219987429,0.265060241,0.825592987,0.169685289,0.24,0.159678858,0.268656716
5,fraud_car_insur,0.75,uniform,0.759410954,0.147538407,0.204498978,0.223529412,0.241837969,0.756806541,0.158536519,0.041666667,0.1003861,0.198614319,0.75498227,0.160330364,0.031746032,0.123076923,0.221757322,0.78945725,0.196039241,0.032786885,0.14213198,0.24535316,0.782242908,0.184648632,0,0.107843137,0.229865772,0.752547281,0.143349675,0.010869565,0.228843862,0.23415978,0.749644405,0.142517138,0,0.181818182,0.235410485,0.760766351,0.141357899,0,0.205035971,0.244102564,0.787086288,0.137434763,0.222938144,0.222222222,0.237082067,0.358266351,0.042500327,0,0,0.017266187,0.670464933,0.103783953,0.140540541,0.135338346,0.142465753,0.803291962,0.163448363,0.233766234,0.21875,0.247222222,0.812397557,0.169483681,0.243776824,0.199316629,0.267148014
5,fraud_creditcard,0.25,uniform,0.990050083,0.640997124,0.666666667,0.115942029,0.666666667,0.954156928,0.651033058,0.6,0.6,0.666666667,0.995659432,0.774492754,0.75,0.533333333,0.8,0.69966611,0.201,0.444444444,0.444444444,0.444444444,0.69966611,0.201,0.444444444,0.444444444,0.444444444,0.898898164,0.714619048,0.75,0.222222222,0.75,0.899131886,0.714619048,0.571428571,0.275862069,0.75,0.898831386,0.714619048,0.6,0.210526316,0.75,0.899432387,0.45747619,0.666666667,0.571428571,0.666666667,0.995191987,0.561111111,0,0.148148148,0.571428571,0.961335559,0.02381498,0.034632035,0.035842294,0.039800995,0.998998331,0.812631579,0.8,0.8,0.8,0.944173623,0.665480457,0.6,0.615384615,0.666666667
5,fraud_creditcard,0.5,uniform,0.875792988,0.328965477,0.363636364,0.1875,0.4,0.94096828,0.405282278,0.5,0.5,0.5,0.98687813,0.49288473,0.571428571,0.4,0.571428571,0.599833055,0.101333333,0.285714286,0.285714286,0.285714286,0.6,0.201333333,0.333333333,0.333333333,0.333333333,0.797796327,0.500666667,0.333333333,0.157894737,0.571428571,0.798931553,0.500666667,0,0.285714286,0.571428571,0.798464107,0.550666667,0.333333333,0.2,0.666666667,0.89803005,0.380333333,0.545454545,0.166666667,0.545454545,0.856828047,0.507612341,0.4,0.2,0.571428571,0.939232053,0.015868467,0.024896266,0.026143791,0.028436019,0.986978297,0.459940299,0.5,0.5,0.5,0.858631052,0.330217075,0.444444444,0.444444444,0.444444444
5,fraud_creditcard,0.75,uniform,0.998297162,0.419642857,0.476190476,0.243902439,0.476190476,0.995926544,0.470574713,0,0.421052632,0.727272727,0.998731219,0.4825,0,0.185185185,0.727272727,0.5,0.001666667,0,0,0,0.7,0.401,0,0.571428571,0.571428571,0.999499165,0.759285714,0,0.204081633,0.769230769,0.99933222,0.592380952,0,0.178571429,0.833333333,0.999198664,0.531111111,0,0.178571429,0.727272727,0.999532554,0.644444444,0.2,0.036764706,0.727272727,0.619632721,0.401251026,0,0.4,0.333333333,0.976293823,0.034013605,0.035587189,0.027472527,0.040816327,0.600934891,0.600601426,0.352941176,0.142857143,0.5,0.430183639,0.002146429,0,0,0
5,korean5,0.25,uniform,0.959205621,0.848043687,0.84375,0.674698795,0.870967742,0.972110697,0.897292852,0.821428571,0.794520548,0.90625,0.978372049,0.886137635,0.821428571,0.736842105,0.888888889,0.949980881,0.752126574,0.852941176,0.763157895,0.852941176,0.953613421,0.854207932,0.885245902,0.682352941,0.885245902,0.933323774,0.694906,0.603773585,0.246031746,0.666666667,0.904502438,0.795182765,0.583333333,0.439393939,0.788732394,0.917981073,0.801452696,0.654545455,0.391891892,0.811594203,0.771795239,0.195283424,0.143617021,0.115671642,0.323529412,0.626135169,0.074697858,0,0,0.105448155,0.758914062,0.104120117,0,0.068965517,0.140350877,0.690278176,0.173410065,0.138297872,0.111940299,0.231578947,0.696300545,0.189890118,0.142857143,0.095238095,0.234042553
5,korean5,0.5,uniform,0.977870184,0.830529063,0.743589744,0.604166667,0.848484848,0.933849536,0.777444496,0.5,0.68852459,0.727272727,0.937744957,0.752616347,0.418604651,0.71641791,0.75,0.89692668,0.741137613,0.166666667,0.65060241,0.838709677,0.946969697,0.818861809,0.703703704,0.697674419,0.892307692,0.90321193,0.534389909,0.468085106,0.245762712,0.613333333,0.947591052,0.733292226,0.35,0.523364486,0.71875,0.961213077,0.774391015,0.510638298,0.483870968,0.727272727,0.73993882,0.186369511,0.144772118,0.11328125,0.317460317,0.41229328,0.051484201,0,0,0.072072072,0.722875442,0.099542428,0.076923077,0.0625,0.144329897,0.688700889,0.158053761,0.148148148,0.108581436,0.254545455,0.694245292,0.15871166,0.144,0.094420601,0.264150943
5,korean5,0.75,uniform,0.902686168,0.717210411,0.588235294,0.514851485,0.666666667,0.840885193,0.553859612,0.166666667,0.434782609,0.523076923,0.87611127,0.607791832,0.114285714,0.530612245,0.644067797,0.737453398,0.513397847,0,0.679245283,0.679245283,0.893246344,0.745359139,0,0.857142857,0.857142857,0.764649651,0.259903341,0.23255814,0.247058824,0.327272727,0.831875538,0.357167569,0,0.481927711,0.5,0.83770672,0.389398188,0.157894737,0.4,0.524590164,0.683873435,0.183784769,0.14057508,0.091056911,0.338028169,0.405506166,0.039197271,0,0,0,0.479495268,0.046128298,0.113207547,0.10741688,0.116991643,0.608689418,0.074925585,0.105932203,0.112621359,0.12173913,0.598174171,0.080450606,0.138181818,0.091042584,0.173333333
5,mammography,0.25,uniform,0.853210629,0.609977013,0.630872483,0.5,0.677165354,0.875148708,0.642616259,0.603773585,0.652777778,0.692307692,0.886672355,0.65310469,0.571428571,0.598802395,0.676923077,0.83810824,0.507524231,0.363636364,0.380566802,0.608,0.816318869,0.515468314,0.550458716,0.489583333,0.610687023,0.924168698,0.546104475,0.577181208,0.082697201,0.607407407,0.910331546,0.691177973,0.43956044,0.408602151,0.672,0.909790346,0.670549665,0.571428571,0.364217252,0.666666667,0.911019015,0.263244938,0.263736264,0.135881104,0.433628319,0.915904437,0.630884559,0.045602606,0.045602606,0.045602606,0.843554364,0.232339051,0.123376623,0.103202847,0.210762332,0.923222818,0.629043574,0.603174603,0.223423423,0.608,0.921028766,0.592007497,0.272517321,0.048392672,0.58490566
5,mammography,0.5,uniform,0.832925402,0.601438512,0.585034014,0.454976303,0.671875,0.889963432,0.637258039,0.422222222,0.661764706,0.65625,0.90109215,0.638339453,0.382022472,0.630872483,0.64516129,0.836811312,0.444659172,0.082191781,0.594594595,0.594594595,0.892328133,0.497203484,0.243902439,0.576470588,0.576470588,0.913276451,0.568664589,0.561983471,0.204081633,0.568965517,0.909868357,0.656188904,0.227848101,0.470588235,0.662068966,0.916860068,0.669645113,0.422222222,0.421052632,0.694214876,0.907503657,0.259720111,0.223048327,0.131524008,0.431034483,0.836533398,0.372547602,0,0.421052632,0.38961039,0.898371526,0.303598243,0.2375,0.134929271,0.295652174,0.922262311,0.642541964,0.59375,0.199052133,0.612903226,0.9150902,0.435610721,0.248945148,0.048640916,0.5375
5,mammography,0.75,uniform,0.774602633,0.484819461,0.528571429,0.471910112,0.588235294,0.798044856,0.453762542,0.181818182,0.464646465,0.543859649,0.833003413,0.467657892,0.082191781,0.513274336,0.542372881,0.711253047,0.296579911,0.105263158,0.462809917,0.486956522,0.722057533,0.326433582,0,0.487394958,0.513274336,0.855916626,0.425490501,0.458715596,0.180579216,0.496453901,0.839007801,0.511052136,0,0.446927374,0.517857143,0.835426621,0.501625245,0.082191781,0.432160804,0.518518519,0.928196002,0.329924625,0.253218884,0.101978691,0.502857143,0.652174549,0.048030644,0,0,0,0.823305705,0.258873973,0.115267947,0.101604278,0.186131387,0.909127255,0.578269373,0.527272727,0.204283361,0.56,0.926616285,0.537877482,0.263736264,0.046143705,0.537313433
5,pizzacutter1,0.25,uniform,0.75136612,0.310940229,0.311111111,0.246153846,0.333333333,0.842554645,0.375995582,0.210526316,0.333333333,0.363636364,0.798497268,0.356999374,0.111111111,0.303030303,0.384615385,0.599726776,0.103693069,0,0.202531646,0.202531646,0.537226776,0.087136502,0,0.155844156,0.155844156,0.856045082,0.296014204,0.19047619,0.351648352,0.391304348,0.859801913,0.436935109,0,0.352941176,0.466666667,0.859972678,0.340803002,0.111111111,0.384615385,0.384615385,0.863387978,0.274034607,0.35443038,0.213333333,0.417910448,0.698087432,0.22205767,0,0.111111111,0.266666667,0.798497268,0.183182882,0.320987654,0.320987654,0.320987654,0.727800546,0.219355192,0.166666667,0.172413793,0.242424242,0.758196721,0.219933964,0.237288136,0.252873563,0.305555556
5,pizzacutter1,0.5,uniform,0.818989071,0.305233382,0.352941176,0.327272727,0.428571429,0.851775956,0.522661385,0.3,0.5,0.583333333,0.866120219,0.472661657,0.222222222,0.538461538,0.56,0.787056011,0.261012725,0,0.468085106,0.468085106,0.84409153,0.358825377,0.3,0.464285714,0.464285714,0.845969945,0.414280693,0.428571429,0.325581395,0.428571429,0.871072404,0.526880064,0.117647059,0.346153846,0.615384615,0.889002732,0.525212384,0.380952381,0.407407407,0.592592593,0.857923497,0.353132948,0.314285714,0.23880597,0.486486486,0.764685792,0.417915063,0,0.117647059,0.301886792,0.655396175,0.119518199,0.213333333,0.213333333,0.216216216,0.816939891,0.292592391,0.390243902,0.390243902,0.390243902,0.817622951,0.361782157,0.368421053,0.296296296,0.411764706
5,pizzacutter1,0.75,uniform,0.638490437,0.16253991,0.28,0.229508197,0.318181818,0.718579235,0.290667398,0.117647059,0.1,0.4,0.806693989,0.297442458,0,0.181818182,0.390243902,0.509050546,0.082321329,0,0.08,0.08,0.671618852,0.216059464,0,0.181818182,0.341463415,0.814719945,0.376262406,0.117647059,0.260869565,0.387096774,0.730874317,0.290595082,0,0.322580645,0.347826087,0.747780055,0.262221632,0,0.303030303,0.382978723,0.818306011,0.285250476,0.324324324,0.191616766,0.465116279,0.676229508,0.262710816,0.117647059,0.210526316,0.285714286,0.762978142,0.214274293,0.266666667,0.25974026,0.294117647,0.706113388,0.211386103,0.315789474,0.307692308,0.315789474,0.594603825,0.124718778,0.076923077,0.074074074,0.125
5,satellite,0.25,uniform,0.95925083,0.730851445,0.666666667,0.459770115,0.723404255,0.98240866,0.816696912,0.742857143,0.693877551,0.8,0.992249969,0.829365496,0.777777778,0.666666667,0.777777778,0.865358593,0.601060606,0.756756757,0.285714286,0.756756757,0.865235576,0.617222222,0.756756757,0.285714286,0.756756757,0.986960266,0.764576453,0.731707317,0.149152542,0.744186047,0.99052774,0.840710788,0.777777778,0.3125,0.85,0.967738959,0.829869701,0.777777778,0.27027027,0.829268293,0.996217247,0.73205062,0.385964912,0.115485564,0.791666667,0.990496986,0.816541454,0.625,0.07177814,0.756756757,0.710511748,0.024974179,0.046822742,0.045088567,0.047297297,0.992157707,0.771549791,0.641509434,0.580645161,0.666666667,0.997262886,0.877539845,0.647058824,0.214634146,0.8
5,satellite,0.5,uniform,0.892637471,0.502936898,0.491803279,0.41025641,0.541666667,0.89477488,0.676636583,0.428571429,0.666666667,0.682926829,0.894467339,0.681867255,0.533333333,0.608695652,0.628571429,0.611683479,0.185575758,0.357142857,0.294117647,0.357142857,0.722259811,0.430077922,0.580645161,0.350877193,0.580645161,0.909936647,0.619359951,0.451612903,0.195652174,0.697674419,0.877429573,0.695945645,0.24,0.386363636,0.736842105,0.876783737,0.667390919,0.307692308,0.390804598,0.714285714,0.981347644,0.588265695,0.395833333,0.10022779,0.7,0.841062861,0.523131121,0.307692308,0.057507987,0.588235294,0.750276787,0.03082809,0.057724958,0.058536585,0.059544658,0.789119203,0.200898725,0.285714286,0.285714286,0.285714286,0.779585435,0.25431082,0.196078431,0.178861789,0.256410256
5,satellite,0.75,uniform,0.95556034,0.558890599,0.596491228,0.459459459,0.68,0.937430803,0.656312807,0.166666667,0.634146341,0.636363636,0.938676344,0.706753469,0.166666667,0.697674419,0.666666667,0.749031246,0.409930736,0.086956522,0.611111111,0.611111111,0.7702977,0.367910686,0.086956522,0.585365854,0.585365854,0.959496863,0.705042651,0.625,0.213903743,0.685714286,0.924667856,0.761872296,0,0.473684211,0.8,0.926713003,0.789010786,0.24,0.452380952,0.780487805,0.937784475,0.71700569,0.351851852,0.056338028,0.727272727,0.874800098,0.273671315,0,0.166666667,0.214285714,0.944150572,0.712005601,0.379746835,0.27826087,0.576923077,0.83789519,0.480410269,0.588235294,0.588235294,0.588235294,0.881319966,0.377629995,0.363636364,0.377358491,0.390243902
6,chile,0.25,uniform,0.917219409,0.581226222,0.549450549,0.465116279,0.568421053,0.94356962,0.672301388,0.513761468,0.579310345,0.621212121,0.938447257,0.658068276,0.427184466,0.614379085,0.620155039,0.79321097,0.249043026,0.112359551,0.238383838,0.358490566,0.851257384,0.347370665,0.413793103,0.271047228,0.441176471,0.936594937,0.643238813,0.534482759,0.170542636,0.607407407,0.924375527,0.670121439,0.301075269,0.379008746,0.651162791,0.920088608,0.696919011,0.450980392,0.323325635,0.666666667,0.868527426,0.32744305,0.270613108,0.156779661,0.445714286,0.825291139,0.395225043,0.265306122,0.156215622,0.42519685,0.658312236,0.092459705,0.101694915,0.101966497,0.103915663,0.865232068,0.375248016,0.405228758,0.245746692,0.432432432,0.864978903,0.34397081,0.287153652,0.127483444,0.418079096
6,chile,0.5,uniform,0.93064135,0.51170987,0.504424779,0.410958904,0.544378698,0.960016878,0.656660146,0.383838384,0.558139535,0.564516129,0.948405063,0.651768592,0.4,0.534246575,0.585365854,0.814983122,0.351735754,0.282828283,0.424242424,0.492537313,0.825447257,0.380685094,0.25,0.444444444,0.474576271,0.93521097,0.571722824,0.349514563,0.191677175,0.593939394,0.932586498,0.610778663,0.073170732,0.494117647,0.589595376,0.934767932,0.633058016,0.241758242,0.395209581,0.613138686,0.907257384,0.410705997,0.262948207,0.136324418,0.5,0.842506329,0.406649104,0.073170732,0.371681416,0.439716312,0.631978903,0.075611952,0.102685624,0.104199067,0.105345912,0.892396624,0.475861131,0.481927711,0.244827586,0.537931034,0.885265823,0.405475242,0.29047619,0.121164437,0.469945355
6,chile,0.75,uniform,0.855852321,0.363635834,0.414507772,0.36199095,0.458598726,0.903687764,0.543221306,0.141176471,0.403846154,0.515625,0.900708861,0.537080151,0.162790698,0.361904762,0.52173913,0.777270042,0.334659721,0.141176471,0.417266187,0.417266187,0.798244726,0.377536821,0,0.466165414,0.466165414,0.877919831,0.485524346,0.258064516,0.25,0.525641026,0.856337553,0.491782711,0,0.477419355,0.478632479,0.85956962,0.488043781,0.049382716,0.476683938,0.492957746,0.828869198,0.415609443,0.252336449,0.123778502,0.488549618,0.679164557,0.205242778,0,0,0.094117647,0.677033755,0.13114893,0.097116844,0.09588015,0.098918083,0.756194093,0.397673563,0.385964912,0.266666667,0.46031746,0.770793249,0.36353444,0.293159609,0.13229572,0.410958904
6,cover,0.25,uniform,0.988358732,0.924627529,0.949152542,0.746666667,0.949152542,0.987279332,0.957518936,0.945454545,0.84375,0.947368421,0.977866503,0.960810447,0.945454545,0.861538462,0.964285714,0.965012361,0.843489045,0.896551724,0.9,0.9,0.965482422,0.931701149,0.964285714,0.915254237,0.964285714,0.999077287,0.960208522,0.931034483,0.355828221,0.931034483,0.999471907,0.958884081,0.823529412,0.449612403,0.933333333,0.982207314,0.951755865,0.928571429,0.430769231,0.933333333,0.999408071,0.898395878,0.568627451,0.123404255,0.933333333,0.997620678,0.950356757,0.8,0.21402214,0.931034483,0.978063812,0.268582316,0.275510204,0.127192982,0.340136054,0.999013452,0.947898517,0.877192982,0.7,0.915254237,0.999466103,0.936634286,0.805555556,0.308510638,0.9
6,cover,0.5,uniform,0.973583723,0.73029024,0.771929825,0.666666667,0.8,0.999675019,0.971166116,0.585365854,0.857142857,0.888888889,0.999558955,0.961289885,0.512820513,0.830769231,0.896551724,0.895820518,0.659543606,0.72,0.836363636,0.836363636,0.878521106,0.642834511,0.730769231,0.771929825,0.771929825,0.999489316,0.953275798,0.79245283,0.364779874,0.918032787,0.999309416,0.913455326,0.432432432,0.487394958,0.903225806,0.999448694,0.931506125,0.636363636,0.439393939,0.933333333,0.998833552,0.808463222,0.527272727,0.098138748,0.865671642,0.994846737,0.844664886,0.604651163,0.394160584,0.814814815,0.975417542,0.253275558,0.255924171,0.109161793,0.345323741,0.99895542,0.887197661,0.847457627,0.637362637,0.885245902,0.999059878,0.89393837,0.763157895,0.287128713,0.870967742
