data_partition,dataset,flip_ratio,label_noise,roc_upu,ap_upu,f1_upu,f1_ci_upu,f1_max_upu,roc_nnpu,ap_nnpu,f1_nnpu,f1_ci_nnpu,f1_max_nnpu,roc_imbnnpu,ap_imbnnpu,f1_imbnnpu,f1_ci_imbnnpu,f1_max_imbnnpu,roc_dt_hd,ap_dt_hd,f1_dt_hd,f1_ci_dt_hd,f1_max_dt_hd,roc_dt_puhd,ap_dt_puhd,f1_dt_puhd,f1_ci_dt_puhd,f1_max_dt_puhd,roc_rf,ap_rf,f1_rf,f1_ci_rf,f1_max_rf,roc_rf_puhd,ap_rf_puhd,f1_rf_puhd,f1_ci_rf_puhd,f1_max_rf_puhd,roc_srf_puhd,ap_srf_puhd,f1_srf_puhd,f1_ci_srf_puhd,f1_max_srf_puhd,roc_pubag,ap_pubag,f1_pubag,f1_ci_pubag,f1_max_pubag,roc_elkno,ap_elkno,f1_elkno,f1_ci_elkno,f1_max_elkno,roc_spyem,ap_spyem,f1_spyem,f1_ci_spyem,f1_max_spyem,roc_rnkpr,ap_rnkpr,f1_rnkpr,f1_ci_rnkpr,f1_max_rnkpr,roc_welog,ap_welog,f1_welog,f1_ci_welog,f1_max_welog
0,fraud_creditcard,0.5,uniform,0.810617696,0.603033655,0.375,0.107142857,0.75,0.864140234,0.603782289,0.571428571,0.272727273,0.75,0.816861436,0.601935218,0.333333333,0.111111111,0.75,0.7,0.401,0.571428571,0.571428571,0.571428571,0.6,0.201333333,0.333333333,0.333333333,0.333333333,0.788113523,0.550666667,0.571428571,0.032432432,0.666666667,0.795993322,0.600666667,0,0.088235294,0.75,0.795792988,0.600666667,0.571428571,0.084507042,0.75,0.83803005,0.251410518,0.035714286,0.006333122,0.461538462,0.514257095,0.008989054,0,0.038834951,0,0.844173623,0.023075386,0.034090909,0.037735849,0.040816327,0.533222037,0.005043981,0,0,0,0.414590985,0.001690952,0,0,0
0,fraud_creditcard,0.75,uniform,0.904040067,0.477635169,0.352941176,0.181818182,0.461538462,0.576427379,0.208074771,0,0.333333333,0.333333333,0.654290484,0.410360777,0,0.117647059,0.571428571,0.5,0.001666667,0,0,0,0.5,0.001666667,0,0,0,0.698797997,0.401,0,0.210526316,0.571428571,0.799599332,0.600666667,0,0.428571429,0.75,0.79933222,0.520666667,0,0.352941176,0.6,0.799799666,0.417333333,0.5,0.666666667,0.666666667,0.551519199,0.002115353,0,0,0,0.828447412,0.013848428,0.030418251,0.024691358,0.033472803,0.555325543,0.002620298,0,0,0,0.43672788,0.005783396,0,0,0
0,korean5,0.25,uniform,0.938366313,0.765731314,0.75,0.615384615,0.818181818,0.928639709,0.801072448,0.703703704,0.764705882,0.806451613,0.924051238,0.83367721,0.716981132,0.777777778,0.835820896,0.918172259,0.735451918,0.848484848,0.811594203,0.848484848,0.918674123,0.760120154,0.861538462,0.823529412,0.861538462,0.906653284,0.743297416,0.754098361,0.238095238,0.774193548,0.913607686,0.815696997,0.666666667,0.456692913,0.857142857,0.930910047,0.8022765,0.779661017,0.397260274,0.861538462,0.791105057,0.165777687,0.158730159,0.122199593,0.285714286,0.52150846,0.050872829,0,0,0.094285714,0.776550999,0.108660431,0.076923077,0.063492063,0.128440367,0.745483223,0.166135431,0.148883375,0.103286385,0.247787611,0.737357805,0.175455513,0.154362416,0.095100865,0.253164557
0,korean5,0.5,uniform,0.89957939,0.691144921,0.693333333,0.553191489,0.764705882,0.941019023,0.764036385,0.553191489,0.6875,0.745762712,0.9427397,0.801542476,0.583333333,0.714285714,0.75862069,0.863015008,0.704634696,0.263157895,0.735294118,0.819672131,0.896400918,0.745359139,0.857142857,0.771428571,0.857142857,0.902781761,0.499309793,0.355555556,0.276190476,0.563380282,0.963722397,0.800622192,0.307692308,0.517241379,0.754098361,0.963913584,0.79041825,0.565217391,0.508196721,0.736842105,0.835842654,0.245011529,0.153846154,0.104100946,0.396396396,0.280900488,0.035357925,0,0,0.019230769,0.786420992,0.115884459,0.04,0.033898305,0.159090909,0.757217283,0.115038369,0.120658135,0.112820513,0.129032258,0.77444795,0.176405477,0.172222222,0.094964029,0.205882353
0,korean5,0.75,uniform,0.819496224,0.497414696,0.5,0.453333333,0.576271186,0.843418411,0.450912952,0.292682927,0.434782609,0.458333333,0.825064525,0.436513358,0.256410256,0.416666667,0.444444444,0.79901539,0.535300532,0.057142857,0.666666667,0.714285714,0.844613326,0.608707431,0,0.73015873,0.766666667,0.886746009,0.537017454,0.263157895,0.376068376,0.518518519,0.821551477,0.47713646,0.114285714,0.441558442,0.549019608,0.887606347,0.536176275,0.166666667,0.444444444,0.566037736,0.718502055,0.143656258,0.147540984,0.102167183,0.25,0.454880031,0.044035532,0,0,0.013986014,0.700267661,0.084573414,0,0,0.059701493,0.635120925,0.079547135,0.132132132,0.098039216,0.170854271,0.628047032,0.075771918,0.145038168,0.098654709,0.165853659
0,mammography,0.25,uniform,0.896477328,0.59515513,0.60130719,0.490566038,0.640625,0.869934178,0.523126494,0.423076923,0.586666667,0.587412587,0.881606533,0.533833947,0.455445545,0.571428571,0.591549296,0.861511458,0.368129155,0.448275862,0.383763838,0.463276836,0.861652852,0.387904615,0.238095238,0.382352941,0.468571429,0.876318869,0.439822057,0.513157895,0.077411168,0.527777778,0.894785471,0.574927986,0.325581395,0.365448505,0.594594595,0.930246221,0.584212089,0.480769231,0.344410876,0.612903226,0.902384203,0.23751234,0.250530786,0.145496536,0.40625,0.894112628,0.530649019,0,0,0.045602606,0.854653827,0.134486961,0.095166163,0.090322581,0.111711712,0.901933203,0.500007378,0.507692308,0.208403361,0.573170732,0.898437348,0.488329239,0.257918552,0.047978067,0.541666667
0,mammography,0.5,uniform,0.866053145,0.542078981,0.556818182,0.4,0.615384615,0.861665041,0.480851929,0.302325581,0.544117647,0.553459119,0.89638469,0.477415514,0.17721519,0.509803922,0.50955414,0.81677962,0.275735453,0.02739726,0.305882353,0.468085106,0.856513896,0.328720005,0.197530864,0.311977716,0.456790123,0.86639688,0.42089852,0.492753623,0.080050826,0.528,0.950685032,0.58711412,0.106666667,0.406779661,0.621212121,0.929107752,0.535962962,0.219512195,0.356495468,0.584415584,0.935080449,0.25636039,0.296296296,0.162874251,0.421052632,0.850748415,0.299798342,0,0,0.028169014,0.915429059,0.345034021,0.248780488,0.159313725,0.308219178,0.934488055,0.476767328,0.552238806,0.219554031,0.558823529,0.928993174,0.452207812,0.277647059,0.046589018,0.552238806
0,mammography,0.75,uniform,0.797925402,0.458687057,0.538011696,0.439252336,0.571428571,0.842325695,0.525449736,0.268292683,0.559322034,0.622222222,0.895933691,0.57569803,0.268292683,0.52892562,0.566371681,0.786372501,0.379608371,0.028169014,0.505494505,0.567567568,0.778156997,0.41235981,0,0.511363636,0.577777778,0.887142857,0.517778662,0.496,0.095015576,0.557142857,0.930129205,0.57655355,0.055555556,0.515789474,0.603174603,0.88,0.552808028,0.222222222,0.483412322,0.586466165,0.904997562,0.266543949,0.275862069,0.109280139,0.443478261,0.765019503,0.318072582,0,0,0.028169014,0.873542175,0.380342875,0.165007112,0.132743363,0.278106509,0.911830814,0.52930923,0.552845528,0.237547893,0.55483871,0.911387128,0.502414167,0.287104623,0.052856588,0.539007092
0,pizzacutter1,0.25,uniform,0.773565574,0.238482338,0.243902439,0.327272727,0.385964912,0.826844262,0.27870568,0,0.266666667,0.448979592,0.798838798,0.312145665,0.105263158,0.4,0.444444444,0.677254098,0.137909374,0,0.256410256,0.27027027,0.677254098,0.137909374,0,0.256410256,0.27027027,0.794228142,0.231732787,0.230769231,0.285714286,0.363636364,0.849726776,0.272796931,0,0.388059701,0.43902439,0.807377049,0.255869362,0.1,0.301369863,0.363636364,0.851946721,0.277509997,0.329113924,0.233576642,0.391304348,0.672131148,0.277912268,0,0,0.148837209,0.27920082,0.054576097,0.08,0.079096045,0.08,0.734289617,0.305969765,0.28125,0.225,0.346153846,0.804986339,0.383828002,0.357142857,0.282608696,0.526315789
0,pizzacutter1,0.5,uniform,0.678790984,0.24649927,0.260869565,0.301886792,0.301886792,0.782445355,0.42824579,0.210526316,0.48,0.48,0.756489071,0.355132447,0.105263158,0.451612903,0.484848485,0.704405738,0.18956576,0,0.310344828,0.35,0.62295082,0.141048463,0.19047619,0.181818182,0.213333333,0.801058743,0.252644852,0.19047619,0.292134831,0.333333333,0.804986339,0.331580842,0,0.291666667,0.32,0.813353825,0.439129934,0.117647059,0.3,0.454545455,0.835724044,0.313654975,0.285714286,0.191616766,0.4,0.654713115,0.278036558,0,0.272727273,0.310344828,0.646857923,0.145628149,0.171428571,0.165517241,0.193548387,0.631489071,0.161758114,0.238095238,0.296296296,0.296296296,0.581967213,0.143694676,0.291666667,0.195121951,0.324324324
0,pizzacutter1,0.75,uniform,0.484801913,0.090822143,0.127659574,0.117647059,0.133333333,0.519467213,0.097591313,0,0,0.125,0.556864754,0.151068594,0,0.181818182,0.19047619,0.560963115,0.102826633,0,0.193548387,0.193548387,0.59648224,0.154900296,0,0.275862069,0.275862069,0.65556694,0.139493465,0,0.16,0.235294118,0.640027322,0.12554721,0,0.095238095,0.214285714,0.684938525,0.17199294,0,0.2,0.222222222,0.59306694,0.17429497,0.195652174,0.156862745,0.260869565,0.454234973,0.090485839,0,0,0.076923077,0.636612022,0.131634207,0.189781022,0.181818182,0.198473282,0.485143443,0.083386698,0.1,0.1,0.1,0.522882514,0.103460782,0.153846154,0.166666667,0.19047619
0,satellite,0.25,uniform,0.997601181,0.887263733,0.7,0.483516484,0.8,0.997631935,0.883891775,0.647058824,0.730769231,0.80952381,0.998031738,0.898384457,0.685714286,0.724137931,0.820512821,0.917056218,0.613345265,0.428571429,0.220930233,0.717948718,0.793209497,0.330592038,0.529411765,0.167664671,0.529411765,0.995017837,0.768101184,0.594594595,0.135384615,0.711111111,0.998139378,0.907663567,0.625,0.346456693,0.823529412,0.998769836,0.934146982,0.625,0.283870968,0.888888889,0.996586296,0.791435989,0.338461538,0.097777778,0.826086957,0.997232132,0.876434862,0.580645161,0.074074074,0.777777778,0.954760733,0.394000895,0.11299435,0.101522843,0.127388535,0.996494034,0.873052235,0.739130435,0.360655738,0.8,0.997847214,0.89803776,0.656716418,0.181069959,0.775510204
0,satellite,0.5,uniform,0.934985853,0.64269192,0.576271186,0.43373494,0.618181818,0.960634764,0.831242984,0.307692308,0.739130435,0.780487805,0.966139747,0.831802512,0.307692308,0.690909091,0.829268293,0.816951655,0.598839827,0.307692308,0.636363636,0.722222222,0.771220322,0.49530303,0.647058824,0.571428571,0.647058824,0.964309878,0.701691414,0.606060606,0.189189189,0.684210526,0.925728872,0.8169479,0.086956522,0.368932039,0.791666667,0.970583713,0.814339697,0.37037037,0.327868852,0.790697674,0.988374954,0.744300434,0.325203252,0.088888889,0.739130435,0.939906508,0.747026546,0.166666667,0.299212598,0.756756757,0.677389593,0.021821409,0.034155598,0.036900369,0.040366972,0.918624677,0.699257414,0.612244898,0.361702128,0.736842105,0.852564891,0.672398914,0.457142857,0.142857143,0.685714286
0,satellite,0.75,uniform,0.766622586,0.404684424,0.538461538,0.4375,0.571428571,0.935216509,0.65212094,0.166666667,0.685714286,0.685714286,0.938507196,0.633661875,0,0.606060606,0.625,0.749538689,0.458090909,0.16,0.647058824,0.647058824,0.74838541,0.365287879,0,0.578947368,0.578947368,0.907307172,0.596458294,0.466666667,0.234567901,0.648648649,0.831452208,0.581313631,0,0.459016393,0.702702703,0.875199902,0.599418348,0.24,0.434782609,0.666666667,0.900279862,0.598791541,0.395061728,0.069204152,0.7,0.807048837,0.413555718,0,0,0,0.942920408,0.699493892,0.422535211,0.280373832,0.6,0.828545947,0.567359468,0.470588235,0.222222222,0.628571429,0.868741543,0.587784073,0.452830189,0.162895928,0.666666667
1,chile,0.25,uniform,0.922291139,0.607270075,0.534653465,0.45112782,0.6,0.960489451,0.743700632,0.566371681,0.676056338,0.686567164,0.961130802,0.739912038,0.563636364,0.640522876,0.690647482,0.877814346,0.415021195,0.388888889,0.424908425,0.460431655,0.874248945,0.392567594,0.440677966,0.380645161,0.440677966,0.944118143,0.691578577,0.535714286,0.171806167,0.653061224,0.94907173,0.707667893,0.204545455,0.426829268,0.7,0.942548523,0.721730355,0.450980392,0.339449541,0.697674419,0.877708861,0.362699617,0.266949153,0.152420185,0.488888889,0.771915612,0.300767167,0.095238095,0.262411348,0.33557047,0.644535865,0.090358648,0.168367347,0.15625,0.179271709,0.854278481,0.361472383,0.397435897,0.219030521,0.407643312,0.858751055,0.327091582,0.280193237,0.120218579,0.388059701
1,chile,0.5,uniform,0.911084388,0.497445925,0.431034483,0.406451613,0.522222222,0.928261603,0.649299506,0.315789474,0.584615385,0.630872483,0.944,0.643751681,0.315789474,0.597014925,0.601398601,0.8432827,0.378238318,0.24742268,0.43220339,0.459016393,0.850776371,0.396732939,0.24742268,0.483412322,0.510344828,0.912206751,0.590497376,0.444444444,0.184308842,0.576923077,0.929016878,0.666274434,0.162790698,0.461538462,0.65,0.941168776,0.679582078,0.224719101,0.403508772,0.636363636,0.851202532,0.377304717,0.278422274,0.132508834,0.413407821,0.714523207,0.298910979,0,0,0.094996833,0.602751055,0.103132355,0.097844113,0.09771987,0.099315068,0.839383966,0.374340573,0.333333333,0.254403131,0.403361345,0.832506329,0.365776665,0.289473684,0.117920869,0.385964912
1,chile,0.75,uniform,0.807666667,0.234553381,0.303030303,0.287937743,0.318181818,0.868160338,0.443976651,0.117647059,0.346153846,0.439393939,0.8827173,0.458382438,0.072289157,0.365384615,0.468085106,0.691472574,0.160755801,0,0.305084746,0.305084746,0.6957173,0.181113651,0,0.32748538,0.32748538,0.829594937,0.400923295,0.16091954,0.222222222,0.458333333,0.777628692,0.39536852,0,0.453900709,0.453900709,0.846320675,0.438517532,0,0.39,0.452054795,0.828729958,0.409495395,0.242553191,0.111675127,0.443113772,0.564126582,0.137836182,0,0,0,0.499848101,0.059915062,0.08605852,0.086661003,0.087403599,0.769772152,0.360642241,0.387096774,0.175695461,0.423357664,0.767974684,0.346892647,0.258426966,0.118055556,0.402597403
1,cover,0.25,uniform,0.997847004,0.932603731,0.918032787,0.746666667,0.949152542,0.999976787,0.997661514,0.84,0.935483871,0.983050847,0.999941968,0.994244928,0.84,0.90625,0.966666667,0.930738518,0.815372742,0.877192982,0.877192982,0.877192982,0.913671236,0.821590038,0.862745098,0.857142857,0.862745098,0.999849116,0.984070546,0.892857143,0.3625,0.950819672,0.999918755,0.99081313,0.862745098,0.442748092,0.950819672,0.999918755,0.992005337,0.925925926,0.369426752,0.950819672,0.99895542,0.823703274,0.698795181,0.137767221,0.90625,0.999303613,0.959535817,0.892857143,0.295918367,0.925925926,0.986849894,0.486528383,0.343558282,0.136253041,0.489361702,0.999605381,0.967881765,0.905660377,0.753246753,0.912280702,0.999582168,0.956979793,0.892307692,0.50877193,0.918032787
1,cover,0.5,uniform,0.999431284,0.896288225,0.84057971,0.753246753,0.920634921,0.999791084,0.97878537,0.739130435,0.903225806,0.915254237,0.999791084,0.978449323,0.681818182,0.920634921,0.950819672,0.913334649,0.768244916,0.872727273,0.872727273,0.872727273,0.913601597,0.79065503,0.846153846,0.888888889,0.888888889,0.999025058,0.941041507,0.823529412,0.3625,0.915254237,0.999738855,0.971906504,0.342857143,0.487394958,0.920634921,0.999733052,0.973940069,0.765957447,0.479338843,0.915254237,0.998926404,0.832772005,0.644444444,0.094771242,0.838709677,0.999175942,0.947415903,0,0.388888889,0.388888889,0.993883402,0.621862681,0.459016393,0.202090592,0.638888889,0.981603779,0.780178214,0.852459016,0.852459016,0.852459016,0.999593774,0.960099325,0.865671642,0.394557823,0.920634921
1,cover,0.75,uniform,0.978922689,0.770852721,0.771929825,0.709677419,0.771929825,0.998189394,0.905286783,0.1875,0.8,0.807692308,0.998723291,0.901647425,0.1875,0.777777778,0.777777778,0.878822874,0.686683466,0.432432432,0.8,0.8,0.810019847,0.565735632,0,0.734693878,0.734693878,0.998386704,0.82386286,0.333333333,0.453125,0.818181818,0.980582412,0.839829198,0,0.462809917,0.8,0.980965424,0.840698042,0.129032258,0.513761468,0.75862069,0.999106303,0.872391523,0.504347826,0.065834279,0.870967742,0.981418076,0.368215132,0,0,0,0.987337365,0.512636654,0.457627119,0.214559387,0.56,0.999245581,0.947037885,0.823529412,0.794117647,0.877192982,0.999094697,0.916538948,0.838709677,0.3625,0.866666667
1,fraud_car_insur,0.25,uniform,0.797442868,0.222404889,0.182432432,0.255845942,0.259097525,0.790241332,0.173520596,0.076923077,0.229979466,0.26625387,0.785734831,0.167090725,0.059701493,0.217973231,0.235981308,0.818348109,0.200863316,0.104712042,0.235459005,0.268330733,0.818688928,0.206157003,0.105263158,0.235624123,0.26875,0.78073089,0.153132623,0.021621622,0.204314721,0.234062797,0.813424941,0.229472517,0,0.25470852,0.276315789,0.815949567,0.210337862,0.043478261,0.228276878,0.271914132,0.760852049,0.119797897,0.214731586,0.214682295,0.2170347,0.722289204,0.108715925,0,0.097701149,0.187134503,0.68947695,0.094634578,0.109785203,0.10952381,0.110047847,0.805189125,0.165279915,0.215469613,0.189291509,0.258160237,0.810591017,0.158612451,0.224460432,0.145867099,0.263636364
1,fraud_car_insur,0.5,uniform,0.766373128,0.152211768,0.180878553,0.2230869,0.240707965,0.77787234,0.155377812,0.010695187,0.194690265,0.223495702,0.786231284,0.151729087,0.021052632,0.177419355,0.238509317,0.765634358,0.133795153,0.011049724,0.206896552,0.214908035,0.77429472,0.147439835,0,0.212765957,0.218357488,0.762116824,0.138934255,0,0.213533835,0.219614417,0.744883767,0.14359788,0,0.206349206,0.22462203,0.781381994,0.15684964,0,0.242135367,0.242634315,0.761111111,0.119894292,0.216114928,0.215080346,0.21625,0.572911742,0.067026921,0,0,0.113207547,0.758762805,0.125121344,0.212523719,0.204878049,0.214696486,0.796097321,0.14913974,0.224047797,0.198385236,0.244444444,0.792919622,0.143805648,0.22,0.147933884,0.23880597
1,fraud_car_insur,0.75,uniform,0.751331757,0.135460306,0.174468085,0.206278027,0.213872832,0.736842002,0.13529909,0,0.106995885,0.173302108,0.744245469,0.141699673,0,0.125,0.188139059,0.71696316,0.111632833,0.010989011,0.010869565,0.202090592,0.730831363,0.122820182,0,0.050761421,0.206718346,0.737943262,0.119818691,0,0.220140515,0.222660099,0.701478526,0.126044847,0,0.135977337,0.21025641,0.726887313,0.126415121,0,0.182776801,0.204236006,0.763576635,0.1230272,0.210068365,0.211502783,0.219345011,0.703423956,0.119538936,0,0,0.187221397,0.552557132,0.063654959,0.148666375,0.148666375,0.148731409,0.79569937,0.151493541,0.225,0.198837209,0.252004582,0.801668637,0.159081021,0.226624406,0.151088348,0.255639098
